tenure,MonthlyCharges,TotalCharges,Contract,InternetService
1,85.8,85.8,Month-to-month,Fiber optic
72,79.2,5401.9,Two year,DSL
72,105.5,7544,Two year,Fiber optic
17,55.35,920.5,Month-to-month,DSL
68,64.35,4539.6,Two year,DSL
48,65.65,3094.65,One year,DSL
7,75.7,554.05,Month-to-month,DSL
46,30.75,1489.3,One year,DSL
50,103.7,5071.05,Month-to-month,Fiber optic
23,54.25,1221.55,Month-to-month,DSL
13,20.45,254.5,Month-to-month,No
18,25.3,454.65,Two year,No
64,24.4,1601.2,One year,No
66,89.4,5976.9,Month-to-month,Fiber optic
9,48.6,422.3,One year,DSL
21,94.25,1973.75,Month-to-month,Fiber optic
40,20.4,854.9,One year,No
7,49.65,305.55,Two year,DSL
56,106.6,5893.95,Month-to-month,Fiber optic
22,20.75,452.35,One year,No
4,70.9,273,Month-to-month,Fiber optic
1,74.45,74.45,Month-to-month,Fiber optic
32,91.05,2871.5,Month-to-month,Fiber optic
26,39.95,1023.75,One year,DSL
18,46.4,812.4,One year,DSL
35,109.95,3782.4,Month-to-month,Fiber optic
72,80.2,5714.2,Two year,DSL
52,98.15,4993.4,Month-to-month,Fiber optic
7,84.55,646.85,Month-to-month,Fiber optic
36,104.8,3886.45,One year,Fiber optic
2,19.3,44.4,Month-to-month,No
7,35.3,264.8,One year,DSL
15,19.45,340.85,Month-to-month,No
2,79.45,145.15,Month-to-month,Fiber optic
71,47.6,3377.8,Two year,DSL
27,75.75,1929,Month-to-month,Fiber optic
44,54.9,2549.1,Month-to-month,DSL
46,70.6,3231.05,One year,DSL
31,20.1,589.25,One year,No
69,78.6,5356.45,One year,DSL
25,60.35,1404.65,Month-to-month,DSL
25,19.15,477.6,Month-to-month,No
70,113.05,7869.05,Two year,Fiber optic
72,20.7,1492.1,Two year,No
2,44.35,81.25,Month-to-month,DSL
4,33.65,137.85,Month-to-month,DSL
66,90.95,5930.05,Two year,Fiber optic
5,65.6,339.9,Month-to-month,DSL
1,50.8,50.8,Month-to-month,DSL
1,95.0,95,Month-to-month,Fiber optic
1,20.2,20.2,Month-to-month,No
70,104.8,7308.95,One year,Fiber optic
59,100.05,6034.85,Two year,Fiber optic
12,19.35,219.35,One year,No
2,19.4,50.6,Month-to-month,No
41,20.0,879.8,Two year,No
38,103.65,3988.5,Month-to-month,Fiber optic
64,115.0,7396.15,One year,Fiber optic
1,74.6,74.6,Month-to-month,Fiber optic
5,96.5,492.55,Month-to-month,Fiber optic
1,25.25,25.25,Month-to-month,DSL
44,19.55,819.95,Two year,No
1,89.15,89.15,Month-to-month,Fiber optic
30,94.4,2838.7,Month-to-month,Fiber optic
41,99.65,4220.35,Two year,Fiber optic
53,19.9,1110.05,Two year,No
72,114.5,8331.95,Two year,Fiber optic
7,84.8,546.95,Month-to-month,Fiber optic
50,69.5,3418.2,Two year,DSL
1,45.6,45.6,Month-to-month,DSL
31,20.9,689.35,Two year,No
40,104.8,4131.95,Month-to-month,Fiber optic
1,20.25,20.25,Month-to-month,No
60,49.45,2907.55,Two year,DSL
17,61.95,1070.7,One year,DSL
72,84.45,5899.85,Two year,DSL
26,89.15,2277.65,Month-to-month,Fiber optic
1,90.55,90.55,Month-to-month,Fiber optic
7,74.65,521.1,Month-to-month,DSL
1,75.45,75.45,Month-to-month,Fiber optic
64,90.25,5629.15,One year,Fiber optic
33,82.1,2603.1,Two year,DSL
68,20.05,1386.9,Two year,No
34,20.65,716.4,Month-to-month,No
3,19.65,68.35,Month-to-month,No
7,20.25,129.15,One year,No
6,89.25,487.05,Month-to-month,Fiber optic
12,69.85,837.5,Month-to-month,DSL
59,75.95,4542.35,Two year,DSL
12,80.85,866.45,Month-to-month,Fiber optic
52,48.8,2555.05,Month-to-month,DSL
32,91.05,2954.5,Month-to-month,Fiber optic
67,107.05,7142.5,One year,Fiber optic
51,19.1,1007.8,One year,No
8,49.4,408.25,Month-to-month,DSL
3,88.3,273.75,Month-to-month,Fiber optic
72,100.65,7334.05,Two year,Fiber optic
37,85.7,3171.15,Month-to-month,Fiber optic
64,24.8,1514.85,Two year,No
26,84.95,2169.75,Month-to-month,Fiber optic
16,94.25,1483.25,Month-to-month,Fiber optic
2,104.4,242.8,Month-to-month,Fiber optic
37,78.9,2976.95,Month-to-month,DSL
66,114.3,7383.7,One year,Fiber optic
72,91.35,6697.2,Two year,DSL
1,45.1,45.1,Month-to-month,DSL
46,100.7,4541.2,Month-to-month,Fiber optic
69,19.8,1436.95,Two year,No
46,95.65,4664.2,One year,Fiber optic
8,85.65,659.45,Month-to-month,Fiber optic
8,60.0,487.75,Month-to-month,DSL
1,20.05,20.05,Month-to-month,No
67,92.45,6140.85,Two year,Fiber optic
69,24.6,1678.05,Two year,No
14,50.45,765.45,Month-to-month,DSL
68,54.45,3687.75,Month-to-month,DSL
43,44.15,1931.3,One year,DSL
2,19.9,57.4,Month-to-month,No
6,45.0,298.7,Month-to-month,DSL
13,20.85,272.35,Two year,No
54,19.65,1008.7,Two year,No
3,44.75,148.05,Month-to-month,DSL
26,78.8,2006.1,Month-to-month,Fiber optic
38,84.1,3187.65,One year,DSL
23,20.4,478.75,Two year,No
14,19.7,263.65,Two year,No
37,61.45,2302.35,Two year,DSL
30,40.3,1172.95,Month-to-month,DSL
7,79.7,586.05,Month-to-month,Fiber optic
2,91.4,193.6,Month-to-month,Fiber optic
33,24.9,847.8,One year,No
50,75.15,3822.45,Two year,DSL
23,25.1,611.45,Two year,No
72,103.65,7634.8,Two year,Fiber optic
66,106.05,6981.35,Two year,Fiber optic
1,29.7,29.7,Month-to-month,DSL
12,19.2,239,Month-to-month,No
61,43.7,2696.55,One year,DSL
46,19.4,958.15,Two year,No
21,58.85,1215.45,One year,DSL
32,36.25,1151.05,One year,DSL
20,20.05,406.05,Month-to-month,No
21,35.1,770.4,Two year,DSL
15,19.4,289.3,Month-to-month,No
3,19.75,58.85,Month-to-month,No
10,72.85,688.65,Month-to-month,Fiber optic
66,88.9,6000.1,One year,Fiber optic
15,19.75,297.3,Month-to-month,No
17,20.75,418.25,One year,No
51,84.2,4146.05,Month-to-month,Fiber optic
2,80.25,144.55,Month-to-month,Fiber optic
1,29.85,29.85,Month-to-month,DSL
1,19.9,19.9,Month-to-month,No
48,45.0,2196.3,One year,DSL
27,79.5,2180.55,Month-to-month,Fiber optic
20,59.2,1191.2,Month-to-month,DSL
1,31.35,31.35,Month-to-month,DSL
5,20.2,83.75,Month-to-month,No
11,51.1,531.15,Month-to-month,DSL
2,20.55,33.6,Month-to-month,No
17,25.15,412.6,Two year,No
7,29.8,201.95,Month-to-month,DSL
31,49.2,1498.55,Month-to-month,DSL
66,80.45,5224.35,Month-to-month,Fiber optic
1,94.6,94.6,Month-to-month,Fiber optic
5,85.3,424.15,Month-to-month,Fiber optic
42,97.1,4016.75,One year,Fiber optic
68,79.6,5515.8,Two year,DSL
12,20.1,232.4,Month-to-month,No
1,74.4,74.4,Month-to-month,Fiber optic
60,61.4,3638.25,Two year,DSL
38,101.15,3741.85,Month-to-month,Fiber optic
12,96.0,1062.1,Month-to-month,Fiber optic
15,76.5,1155.6,Month-to-month,DSL
71,99.2,7213.75,Two year,Fiber optic
72,63.1,4685.55,Two year,DSL
11,72.9,818.45,Month-to-month,Fiber optic
70,65.2,4543.15,One year,DSL
1,55.0,55,Month-to-month,DSL
25,25.5,630.6,Two year,No
72,110.1,7746.7,Two year,Fiber optic
8,59.25,436.6,Month-to-month,DSL
29,55.35,1636.95,One year,DSL
5,55.75,266.95,Month-to-month,DSL
32,50.6,1653.45,Month-to-month,DSL
1,75.5,75.5,Month-to-month,DSL
70,88.0,5986.45,Two year,Fiber optic
1,20.1,20.1,Month-to-month,No
27,75.2,1929.35,Month-to-month,Fiber optic
14,24.8,321.7,One year,No
30,94.05,2866.45,Month-to-month,Fiber optic
64,60.05,3845.45,Two year,DSL
42,25.1,1097.15,Month-to-month,DSL
1,69.85,69.85,Month-to-month,Fiber optic
40,20.4,745.3,Month-to-month,No
66,100.8,6690.75,Month-to-month,Fiber optic
1,50.8,50.8,Month-to-month,DSL
27,81.7,2212.55,One year,DSL
29,45.0,1228.65,Month-to-month,DSL
65,99.05,6416.7,Two year,Fiber optic
24,93.55,2264.05,Month-to-month,Fiber optic
72,99.15,7422.1,Two year,Fiber optic
70,39.15,2692.75,Two year,DSL
19,96.8,1743.05,Month-to-month,Fiber optic
7,90.45,593.45,Month-to-month,Fiber optic
10,91.1,964.35,Month-to-month,Fiber optic
72,24.15,1776.45,Two year,No
2,74.2,140.1,Month-to-month,Fiber optic
72,90.95,6468.6,Two year,DSL
39,101.25,3949.15,Month-to-month,Fiber optic
38,20.2,735.9,Two year,No
20,81.45,1671.6,Month-to-month,Fiber optic
69,95.2,6671.7,Two year,Fiber optic
30,86.45,2538.05,One year,Fiber optic
57,57.5,3265.95,Two year,DSL
17,25.65,440.2,Month-to-month,DSL
53,20.9,1146.05,Two year,No
5,84.7,392.5,Month-to-month,Fiber optic
43,24.45,993.15,One year,No
65,84.2,5324.5,Two year,DSL
37,19.35,683.75,Month-to-month,No
11,20.45,237.3,Month-to-month,No
45,78.75,3600.65,One year,DSL
37,96.1,3646.8,Month-to-month,Fiber optic
18,56.25,969.85,Month-to-month,DSL
45,42.3,1840.75,One year,DSL
3,35.45,106.85,Month-to-month,DSL
7,20.25,174.7,Month-to-month,No
30,79.65,2365.15,Month-to-month,Fiber optic
5,54.2,308.25,Month-to-month,DSL
28,101.3,2812.2,Month-to-month,Fiber optic
4,74.45,294.45,Month-to-month,Fiber optic
27,53.8,1389.85,Month-to-month,DSL
50,106.8,5347.95,One year,Fiber optic
51,80.0,4242.35,Month-to-month,Fiber optic
30,19.3,602.9,Two year,No
14,80.45,1137.05,Month-to-month,DSL
70,102.95,7101.5,Month-to-month,Fiber optic
71,113.15,7953.25,One year,Fiber optic
29,30.6,856.35,Month-to-month,DSL
58,100.35,5681.1,One year,Fiber optic
1,18.85,18.85,Month-to-month,No
36,31.05,1126.35,Two year,DSL
72,25.65,1887,Two year,No
17,81.5,1329.2,Month-to-month,Fiber optic
12,98.1,1060.2,Month-to-month,Fiber optic
66,29.45,1983.15,One year,DSL
5,55.8,274.35,Month-to-month,DSL
1,44.75,44.75,Month-to-month,DSL
14,44.6,641.25,One year,DSL
2,73.55,145.4,Month-to-month,Fiber optic
1,75.3,75.3,Month-to-month,Fiber optic
1,30.55,30.55,Month-to-month,DSL
7,20.35,150.6,Month-to-month,No
26,20.3,511.25,Month-to-month,No
2,86.25,181.65,Month-to-month,Fiber optic
17,34.4,592.75,Month-to-month,DSL
24,49.7,1167.8,Month-to-month,DSL
12,43.8,540.95,Month-to-month,DSL
27,19.85,470,Two year,No
70,19.2,1401.4,Two year,No
43,109.55,4830.25,One year,Fiber optic
38,89.1,3342,One year,Fiber optic
2,80.75,159.45,Month-to-month,Fiber optic
63,102.4,6444.05,Month-to-month,Fiber optic
72,96.6,6827.5,Two year,Fiber optic
12,49.85,552.1,Two year,DSL
35,56.85,1861.1,Month-to-month,DSL
16,90.7,1374.9,Month-to-month,Fiber optic
32,98.85,3089.6,Month-to-month,Fiber optic
72,90.8,6511.8,Two year,Fiber optic
33,39.1,1309,One year,DSL
50,103.4,5236.4,One year,Fiber optic
30,64.5,1888.45,Month-to-month,DSL
3,20.85,72,Month-to-month,No
72,20.8,1521.2,Two year,No
1,70.1,70.1,Month-to-month,Fiber optic
71,24.65,1766.75,Two year,No
1,44.7,44.7,Month-to-month,DSL
1,44.8,44.8,Month-to-month,DSL
14,100.2,1369.8,Month-to-month,Fiber optic
15,85.9,1269.55,Month-to-month,Fiber optic
4,50.95,207.35,Month-to-month,DSL
2,79.65,152.7,Month-to-month,Fiber optic
5,83.15,446.05,Month-to-month,Fiber optic
56,75.75,4284.65,One year,DSL
70,25.35,1715.15,Two year,No
7,73.6,520,Month-to-month,Fiber optic
55,96.8,5283.95,Month-to-month,Fiber optic
35,25.45,809.25,Two year,No
16,20.0,275.7,Month-to-month,No
2,19.25,48.35,Month-to-month,No
9,20.15,163.7,One year,No
24,94.1,2322.85,Month-to-month,Fiber optic
1,69.1,69.1,Month-to-month,Fiber optic
62,19.85,1253.65,Two year,No
5,70.05,346.4,Month-to-month,DSL
10,79.25,793.55,Month-to-month,Fiber optic
71,73.5,5357.75,Two year,DSL
36,18.55,689,Two year,No
34,97.65,3207.55,Month-to-month,Fiber optic
12,26.4,314.95,One year,No
53,20.2,1068.15,One year,No
7,19.9,173.15,One year,No
72,25.7,1937.4,Two year,No
18,99.4,1742.95,Month-to-month,Fiber optic
31,75.5,2424.45,One year,DSL
50,69.65,3442.15,One year,DSL
22,19.95,433.5,One year,No
72,109.7,7898.45,Two year,Fiber optic
1,69.95,69.95,Month-to-month,Fiber optic
1,20.15,20.15,Month-to-month,No
9,40.65,328.95,Month-to-month,DSL
72,105.55,7542.25,Two year,Fiber optic
58,104.65,6219.6,One year,Fiber optic
35,108.35,3726.15,One year,Fiber optic
71,19.9,1397.3,Two year,No
72,79.55,5810.9,Two year,DSL
17,78.9,1348.95,Month-to-month,Fiber optic
72,88.05,6520.8,Two year,DSL
50,99.4,5059.75,One year,Fiber optic
26,19.15,515.75,Two year,No
1,50.35,50.35,Month-to-month,DSL
44,88.15,3973.2,Month-to-month,Fiber optic
52,83.8,4331.4,Month-to-month,Fiber optic
35,100.8,3437.5,Month-to-month,Fiber optic
1,74.7,74.7,Month-to-month,Fiber optic
2,53.85,108.15,Month-to-month,DSL
35,39.85,1434.6,Month-to-month,DSL
36,85.85,3003.55,One year,DSL
72,90.15,6716.45,Two year,DSL
24,50.6,1288.75,One year,DSL
21,106.1,2249.95,Month-to-month,Fiber optic
46,84.25,3847.6,Month-to-month,Fiber optic
17,24.8,475.25,Month-to-month,No
15,94.65,1285.05,Month-to-month,Fiber optic
17,35.65,646.05,Month-to-month,DSL
65,58.9,3857.1,Two year,DSL
34,78.95,2647.2,One year,Fiber optic
50,93.5,4747.5,Month-to-month,Fiber optic
1,69.9,69.9,Month-to-month,Fiber optic
66,84.0,5714.25,Two year,DSL
1,71.35,71.35,Month-to-month,Fiber optic
72,19.9,1529.65,Two year,No
59,25.45,1534.05,Two year,No
21,77.5,1625,One year,DSL
9,90.35,767.9,One year,Fiber optic
35,24.15,812.5,Month-to-month,DSL
10,51.2,498.25,Month-to-month,DSL
56,24.15,1402.25,Two year,No
66,63.85,4174.35,One year,DSL
5,85.4,401.1,Month-to-month,Fiber optic
9,20.25,178.5,Month-to-month,No
47,73.6,3522.65,Two year,DSL
12,54.3,654.5,Month-to-month,DSL
62,79.95,4819.75,Two year,DSL
34,75.55,2425.4,Month-to-month,Fiber optic
16,20.25,327.45,Month-to-month,No
1,20.25,20.25,Month-to-month,No
46,45.2,2065.15,Month-to-month,DSL
23,19.65,478.1,One year,No
17,79.85,1387.35,One year,DSL
27,78.2,2078.95,One year,DSL
18,45.65,747.2,Month-to-month,DSL
19,34.3,577.15,Month-to-month,DSL
33,79.15,2531.4,One year,DSL
72,66.75,4760.3,Two year,DSL
3,70.7,225.65,Month-to-month,DSL
71,107.5,7713.55,Month-to-month,Fiber optic
7,51.0,354.05,Month-to-month,DSL
55,116.5,6382.55,Month-to-month,Fiber optic
30,80.8,2369.3,Two year,DSL
72,103.2,7362.9,One year,Fiber optic
63,75.7,4676.7,Two year,DSL
4,80.3,324.2,Month-to-month,Fiber optic
11,79.15,827.7,Month-to-month,Fiber optic
20,50.0,1003.05,Month-to-month,DSL
13,30.85,394.1,Month-to-month,DSL
10,55.55,551.3,Month-to-month,DSL
43,110.75,4687.9,Month-to-month,Fiber optic
18,88.85,1594.75,Month-to-month,Fiber optic
1,45.85,45.85,Month-to-month,DSL
16,86.25,1340.1,Month-to-month,Fiber optic
1,24.7,24.7,Month-to-month,DSL
1,86.6,86.6,Month-to-month,Fiber optic
43,89.55,3856.75,Month-to-month,Fiber optic
2,19.95,47.7,One year,No
58,24.45,1513.6,Two year,No
54,55.45,2966.95,One year,DSL
17,44.6,681.4,One year,DSL
66,100.05,6871.9,Month-to-month,Fiber optic
5,85.2,474.8,Month-to-month,Fiber optic
56,73.25,4054.2,Two year,DSL
10,20.05,218.5,Month-to-month,No
10,84.7,832.05,Month-to-month,Fiber optic
72,112.1,7965.95,Two year,Fiber optic
7,20.65,158.95,Month-to-month,No
4,24.25,96.05,Month-to-month,DSL
49,71.8,3472.05,One year,DSL
66,109.25,7082.5,Two year,Fiber optic
52,106.3,5487,Two year,Fiber optic
52,110.75,5832,Month-to-month,Fiber optic
1,69.4,69.4,Month-to-month,Fiber optic
17,24.1,409.9,Month-to-month,No
67,69.2,4671.65,Two year,DSL
24,49.3,1233.25,Month-to-month,DSL
60,60.8,3603.45,Two year,DSL
8,70.1,551.35,Month-to-month,Fiber optic
32,54.2,1739.6,Month-to-month,DSL
14,82.65,1185,Month-to-month,Fiber optic
1,90.6,90.6,Month-to-month,Fiber optic
2,44.15,92.65,Month-to-month,DSL
43,101.0,4388.4,Month-to-month,Fiber optic
25,69.5,1752.65,Month-to-month,DSL
43,19.2,776.25,One year,No
47,20.25,873.4,Two year,No
63,89.6,5538.8,Month-to-month,Fiber optic
58,19.15,1035.5,Two year,No
10,24.5,270.15,Month-to-month,No
25,61.05,1540.2,One year,DSL
42,95.05,3944.5,Month-to-month,Fiber optic
49,95.6,4783.5,Month-to-month,Fiber optic
70,109.5,7534.65,One year,Fiber optic
2,20.35,35.1,Month-to-month,No
72,80.8,5728.55,Two year,DSL
72,55.3,3983.6,Two year,DSL
1,60.0,60,Month-to-month,DSL
69,95.35,6382,Month-to-month,Fiber optic
9,90.8,809.75,Month-to-month,Fiber optic
10,20.0,198.6,Month-to-month,No
70,97.55,6669.05,Month-to-month,Fiber optic
6,94.5,575.45,Month-to-month,Fiber optic
65,61.35,3874.1,One year,DSL
54,105.85,5826.65,One year,Fiber optic
46,55.65,2688.85,One year,DSL
55,90.4,5099.15,Month-to-month,Fiber optic
64,24.05,1559.15,Two year,No
63,71.9,4479.2,Two year,DSL
60,24.15,1505.9,One year,No
54,95.1,5064.85,Two year,Fiber optic
6,44.75,270.95,Month-to-month,DSL
71,99.0,7061.65,Two year,Fiber optic
41,94.9,3848,Month-to-month,Fiber optic
47,83.35,4065,Month-to-month,Fiber optic
10,19.5,225.85,One year,No
50,88.05,4367.35,Month-to-month,Fiber optic
9,55.35,449.75,Month-to-month,DSL
52,96.25,4990.25,Two year,Fiber optic
38,20.1,730.1,One year,No
20,78.8,1641.3,Month-to-month,Fiber optic
3,92.0,266.8,Month-to-month,Fiber optic
47,104.1,5135.15,Month-to-month,Fiber optic
21,20.85,435.25,Two year,No
9,19.5,150.35,Month-to-month,No
72,104.8,7470.1,Two year,Fiber optic
3,69.55,200.2,Month-to-month,Fiber optic
18,57.65,992.7,Month-to-month,DSL
68,24.95,1614.9,Two year,No
61,80.9,4932.5,Two year,DSL
23,59.95,1406,Month-to-month,DSL
47,94.8,4535.85,One year,Fiber optic
15,74.2,1133.9,Month-to-month,Fiber optic
35,19.65,708.8,One year,No
32,19.3,593.2,One year,No
71,97.65,6687.85,One year,Fiber optic
52,105.05,5624.85,Month-to-month,Fiber optic
72,63.7,4464.8,Two year,DSL
12,25.0,316.2,Month-to-month,No
44,19.35,847.25,Two year,No
72,109.65,7880.25,Two year,Fiber optic
18,85.45,1505.85,Month-to-month,Fiber optic
7,73.85,511.25,Month-to-month,Fiber optic
10,74.15,811.8,Month-to-month,Fiber optic
42,20.25,854.9,One year,No
72,103.75,7346.2,Two year,Fiber optic
29,89.2,2698.35,Month-to-month,Fiber optic
63,84.65,5377.8,Two year,Fiber optic
1,19.9,19.9,Month-to-month,No
26,90.1,2312.55,One year,DSL
65,89.85,5844.65,One year,Fiber optic
71,66.2,4692.55,One year,DSL
61,101.05,5971.25,Two year,Fiber optic
52,80.2,4297.6,One year,Fiber optic
2,44.6,97.1,Month-to-month,DSL
29,95.9,2745.2,Month-to-month,Fiber optic
17,20.1,279.5,One year,No
58,19.55,1079.65,Two year,No
4,82.85,319.6,Month-to-month,Fiber optic
23,99.25,2186.4,Month-to-month,Fiber optic
31,79.85,2404.15,Month-to-month,Fiber optic
61,103.95,6423,One year,Fiber optic
6,79.7,497.6,Month-to-month,Fiber optic
61,86.45,5175.3,Two year,DSL
58,105.05,6004.85,One year,Fiber optic
10,19.8,198.25,One year,No
55,90.45,5044.8,Month-to-month,Fiber optic
72,116.6,8337.45,Two year,Fiber optic
72,105.6,7581.5,Two year,Fiber optic
40,97.1,3706.95,Month-to-month,Fiber optic
6,45.65,323.45,Month-to-month,DSL
70,106.5,7397,One year,Fiber optic
30,90.25,2755.35,Month-to-month,Fiber optic
1,90.55,90.55,Month-to-month,Fiber optic
67,116.2,7752.3,Two year,Fiber optic
34,19.6,678.8,One year,No
2,93.85,170.85,Month-to-month,Fiber optic
7,70.1,467.55,Month-to-month,Fiber optic
8,69.7,560.85,Month-to-month,Fiber optic
35,89.85,3161.2,Month-to-month,Fiber optic
9,88.05,801.3,Month-to-month,Fiber optic
6,20.2,98.35,Month-to-month,No
5,49.2,216.9,Month-to-month,DSL
3,74.75,229.5,Month-to-month,Fiber optic
35,19.15,638,One year,No
15,51.1,711.15,Month-to-month,DSL
17,76.45,1233.4,Month-to-month,Fiber optic
33,24.15,800.3,One year,No
3,50.6,155.35,Month-to-month,DSL
68,70.95,4741.45,Two year,DSL
60,115.25,6758.45,Two year,Fiber optic
23,81.85,1810.85,One year,Fiber optic
35,24.3,821.6,Two year,No
63,20.0,1209.25,Two year,No
2,44.45,82.7,Month-to-month,DSL
3,89.85,248.4,Month-to-month,Fiber optic
60,105.9,6401.25,Month-to-month,Fiber optic
1,39.65,39.65,Month-to-month,DSL
55,113.6,6292.7,Two year,Fiber optic
3,105.0,294.45,Month-to-month,Fiber optic
1,75.9,75.9,Month-to-month,Fiber optic
14,46.35,667.7,Month-to-month,DSL
32,99.55,3204.65,Month-to-month,Fiber optic
35,20.75,739.9,Month-to-month,No
58,55.5,3166.9,Two year,DSL
35,46.35,1662.05,Two year,DSL
59,81.25,4639.45,One year,Fiber optic
2,70.4,154.8,Month-to-month,Fiber optic
24,102.95,2496.7,Month-to-month,Fiber optic
53,19.85,1039.45,One year,No
18,20.15,390.85,One year,No
1,49.05,49.05,Month-to-month,DSL
70,78.35,5445.95,One year,DSL
50,104.95,5222.35,Month-to-month,Fiber optic
64,76.1,4818.8,Two year,DSL
72,42.1,2962,Two year,DSL
72,84.8,6141.65,Two year,Fiber optic
15,85.6,1345.55,Month-to-month,Fiber optic
65,105.25,6786.4,Month-to-month,Fiber optic
28,76.55,2065.4,Month-to-month,Fiber optic
3,85.7,256.75,Month-to-month,Fiber optic
43,108.15,4600.7,Month-to-month,Fiber optic
27,71.6,1957.1,Month-to-month,DSL
72,104.15,7689.95,Two year,Fiber optic
1,29.9,29.9,Month-to-month,DSL
52,59.45,3043.7,Month-to-month,DSL
2,85.65,181.5,Month-to-month,Fiber optic
3,25.1,79.8,Month-to-month,DSL
29,84.3,2357.75,Month-to-month,Fiber optic
65,26.0,1654.85,Two year,No
55,66.05,3462.1,One year,DSL
72,64.45,4720,Two year,DSL
63,20.6,1298.7,Two year,No
5,55.7,259.4,Month-to-month,DSL
59,19.35,1099.6,Two year,No
69,43.95,2960.1,Two year,DSL
27,69.35,1927.3,One year,DSL
15,50.75,688.2,One year,DSL
1,19.3,19.3,Month-to-month,No
40,50.25,2023.55,One year,DSL
3,75.3,244.1,Month-to-month,DSL
7,43.9,278.4,Month-to-month,DSL
28,96.6,2684.35,Month-to-month,Fiber optic
45,62.55,2796.45,One year,DSL
5,39.5,210.75,Month-to-month,DSL
12,56.65,654.85,Month-to-month,DSL
21,94.3,1948.35,Month-to-month,Fiber optic
70,25.4,1782.05,Two year,No
70,97.65,6982.5,One year,Fiber optic
64,99.25,6549.45,Two year,Fiber optic
70,86.45,5950.2,Two year,DSL
72,115.55,8425.3,Two year,Fiber optic
17,19.7,340.35,Month-to-month,No
1,20.75,20.75,Month-to-month,No
37,19.8,677.05,One year,No
8,20.45,162.3,Month-to-month,No
38,91.7,3479.05,Month-to-month,Fiber optic
24,89.25,2210.2,Month-to-month,Fiber optic
5,100.5,514,Month-to-month,Fiber optic
53,19.75,1052.35,Two year,No
12,29.2,309.1,Month-to-month,DSL
34,20.05,679,Two year,No
70,114.6,7882.5,Two year,Fiber optic
3,20.7,57.5,Month-to-month,No
55,85.1,4657.95,Two year,DSL
48,117.45,5438.9,Month-to-month,Fiber optic
68,83.0,5685.8,One year,Fiber optic
56,24.3,1261.7,One year,No
7,86.5,582.5,Month-to-month,Fiber optic
35,102.35,3626.1,One year,Fiber optic
2,88.55,179.25,Month-to-month,Fiber optic
21,90.05,1862.9,Month-to-month,Fiber optic
49,39.2,1838.15,Month-to-month,DSL
60,19.65,1161.75,Two year,No
32,81.1,2619.25,Month-to-month,Fiber optic
54,104.3,5278.15,Month-to-month,Fiber optic
47,60.0,2768.65,Two year,DSL
25,54.75,1266.35,One year,DSL
4,44.8,176.2,Month-to-month,DSL
72,19.85,1434.1,Two year,No
1,70.8,70.8,Month-to-month,Fiber optic
18,84.3,1537.9,Month-to-month,Fiber optic
1,25.15,25.15,Month-to-month,DSL
7,58.85,465.7,Month-to-month,DSL
60,20.95,1270.55,Two year,No
9,85.35,758.6,Month-to-month,Fiber optic
29,51.6,1442,Month-to-month,DSL
51,90.15,4554.85,One year,Fiber optic
4,25.2,102.5,Month-to-month,DSL
37,19.85,784.25,Two year,No
50,19.75,989.05,One year,No
56,36.1,1971.5,One year,DSL
11,20.95,267.35,Month-to-month,No
35,89.65,3161.6,Month-to-month,Fiber optic
50,103.85,5017.9,Month-to-month,Fiber optic
